"Plot_ID","Trial","Loc","Year","%Can.Cover_141","NDVI_141","GNDVI_141","SR_141","NDRE1_141","NDRE2_141","TCARI_141","SAVI_141","NWI1_141","NWI2_141","MTVI_141","ChlRE_141","BLU_141","GRN_141","RED_141","RE1_141","RE2_141","NIR_141","900_141","975_141"
"554","Prelim_1","Lind_Club",2021,NA,0.154976923408551,0.167183759820047,1.36809015220725,0.133269220206639,0.0527488657325979,5.3317925446476,0.0636207397121176,-0.0110310606776058,0.0985422437537401,0.00702402159946425,0.308018230964913,11.4030872261637,15.5508931741618,15.951262555859,16.6781007863156,19.6187890458317,21.8098433427201,27.162564680777,26.5581411773447
"555","Prelim_1","Lind_Club",2021,NA,0.148988269221733,0.162507868820773,1.35131578103634,0.126658337815108,0.0499901584426532,5.68318803912539,0.0409357629090601,-0.0103535180424871,0.0930247499661826,0.00501732797255199,0.290300172361321,8.04987479766084,10.9365524102455,11.2472277092008,11.772447879456,13.7389101641019,15.1871298209827,18.6818867492051,18.2946107733022
"556","Prelim_1","Lind_Club",2021,NA,0.148764206398871,0.163245045436582,1.35077475538569,0.123486889308104,0.0495901507889236,6.26544688802839,0.0345641512729996,-0.00898662291414112,0.0959325831610505,0.00472055078588703,0.282168703615909,6.49449822716616,8.93923961975058,9.21195444644099,9.69839572212502,11.2541194237188,12.4310193479852,15.3363675180433,15.0573559992981
"557","Prelim_1","Lind_Club",2021,NA,0.154315645859019,0.164880748286168,1.3664696923485,0.131748109526889,0.0528503790008017,5.79289056618515,0.031388782438659,-0.0158935584675418,0.0869149855184796,0.0034039692331681,0.303820878835082,5.82656998034537,7.90714928910783,8.08464428503507,8.46643579717334,9.92489203409397,11.0351317102477,13.5551920384028,13.1246589863318
"558","Prelim_1","Lind_Club",2021,NA,0.155289646541539,0.165819281726909,1.36926879601653,0.121210821777489,0.0482497421217626,9.21601532445194,0.054093606793432,-0.00529734198623694,0.10064929521064,0.0079267643700592,0.27623581824191,9.93490354264053,13.5903881705345,13.8930892607954,14.8911367272104,17.2502782665929,19.00805431466,23.4936535010433,23.2356697364288
"559","Prelim_1","Lind_Club",2021,NA,0.14869320146234,0.163943999942542,1.35024708024814,0.139229677171809,0.0572693996512709,1.64300518920362,0.0263068254739022,-0.01136089795533,0.0923412184049224,0.00220284990298898,0.323874923784198,5.20834210887683,7.01875578651331,7.24474847800405,7.38554351161346,8.71314118468524,9.77388919928965,12.0321325896234,11.7557803326489
"56","Prelim_1","Lind_Club",2021,21.6727438468551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Prelim_1","Lind_Club",2021,NA,0.169642072385334,0.178881054023232,1.4133499421605,0.133906381604189,0.0535844370842854,9.45460310274357,0.0385183891083397,-0.0127741815358434,0.0935043864763743,0.00504329615059348,0.310077089317371,6.23578707316973,8.5421788146644,8.71550708782168,9.37967707696466,11.0314225443201,12.2921898954116,15.2020765253026,14.8032917398628
"561","Prelim_1","Lind_Club",2021,NA,0.162058406758008,0.173010762637127,1.38903404893912,0.143115672800236,0.0584540713721481,4.63171260982712,0.0417575731509617,-0.0115901803526013,0.0950184468297785,0.00381259133082859,0.334668826730967,7.30276779206985,9.8582227719165,10.0896745007523,10.4900499423338,12.4443038798026,13.9939316300214,17.326258750015,16.9192660652466
"562","Prelim_1","Lind_Club",2021,NA,0.162936210390814,0.174332379790067,1.39158831083213,0.139001810795113,0.0560188191981509,5.73499459472774,0.0582681339025375,-0.0137343540952722,0.102404229018854,0.0062729979209023,0.323355301269018,9.51800949894551,12.9606906902263,13.2751551854019,13.9431972307203,16.484024465502,18.4455689943234,23.2775509812821,22.6321434331202
"563","Prelim_1","Lind_Club",2021,NA,0.159028860925608,0.171853624451702,1.37995053611483,0.127303725964513,0.0514213826123664,8.73517483105745,0.0513585662998096,-0.00888364195587969,0.0914697617030566,0.00726021037317604,0.292159031563638,9.53418361140094,12.9833324218236,13.3371282624961,14.2373154494859,16.5886540418598,18.3919329935559,22.4860792593301,22.0764430171236
"564","Prelim_1","Lind_Club",2021,NA,0.141341457512775,0.149818694820391,1.32967589695836,0.11827876597295,0.0456749849122764,6.46517084133469,0.00289905139472798,-0.00949104861245625,0.0954417571566912,0.00033623312682358,0.268461570956334,0.618326068265124,0.846547454950484,0.861870129268123,0.903550348454398,1.04543752637883,1.14558865485925,1.41420568736579,1.38677936493636
"565","Prelim_1","Lind_Club",2021,NA,0.147406777089053,0.159225577516174,1.3466646300817,0.117178764204557,0.0459365564735851,8.13499810370224,0.0415595035351861,-0.00927789808517345,0.0942436714157336,0.00612581691324222,0.265817215095519,8.1409283348621,11.1939030364553,11.4734982661644,12.2012995388865,14.0812939326809,15.440665646258,18.9925232895502,18.638932589148
"566","Prelim_1","Lind_Club",2021,NA,0.188057449074517,0.192975857904446,1.46875880712777,0.139430375533559,0.0568292789403434,13.5486445979431,0.137204669616087,-0.0110907063565073,0.103590758747736,0.0189858960414442,0.324788258201894,20.0739766553633,27.4317096078274,27.7363620077876,30.67969496663,36.2542676023117,40.6568471971135,51.1678019481139,49.9753665425198
"567","Prelim_1","Lind_Club",2021,NA,0.153901318608415,0.163746056286916,1.36520393512126,0.125301562298828,0.0498655246816298,7.36021848496092,0.0697376408576551,-0.0134322588851091,0.0984499816797772,0.00887577506406458,0.28689812938051,12.510928219622,17.130720574002,17.4871973103994,18.5314320851993,21.5750301928978,23.8496308922767,29.8325874926319,29.0322086444081
"568","Prelim_1","Lind_Club",2021,NA,0.16894114878894,0.177474354831215,1.40987128692468,0.134002849154635,0.0549320151930075,9.67235504138504,0.102560670314835,-0.0123901455337919,0.100811326681495,0.0131134427747745,0.310117290169141,17.4923608032933,23.9009613551572,24.3502189522229,26.1528995767227,30.6769686332072,34.2631977985207,42.9473204405015,41.8517483140037
"569","Prelim_1","Lind_Club",2021,NA,0.182676765022106,0.18754887590312,1.45199098092961,0.136958730743702,0.0565224277916433,12.8377235715457,0.113643752659399,-0.0133356547560963,0.0995053280387783,0.0154253321274725,0.318340491832126,17.2157361577962,23.7176287932236,23.9948380896038,26.3772088102109,31.0190628961387,34.7664638509544,43.5261074247431,42.3355068080598
"57","Prelim_1","Lind_Club",2021,27.4676089517079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
