"Plot_ID","Trial","Loc","Year","%Can.Cover_159","NDVI_159","GNDVI_159","SR_159","NDRE1_159","NDRE2_159","TCARI_159","SAVI_159","NWI1_159","NWI2_159","MTVI_159","ChlRE_159","BLU_159","GRN_159","RED_159","RE1_159","RE2_159","NIR_159","900_159","975_159"
"110","Hard_DH_SP","Spillman",2021,73.1261425959781,0.227566256591596,0.205446492542296,1.59683616712957,0.188645478876221,0.0731708796295897,10.3855215334673,0.248559879606235,-0.0526279798442023,0.0874060653745285,0.00810640423332925,0.466015922823806,24.1697833036054,34.7216175814224,33.1590807572087,35.9983286434428,45.565860423244,52.8047751737573,69.9119911877093,62.8173825790717
"111","Hard_DH_SP","Spillman",2021,72.2197004085338,0.250824824332585,0.225345639673308,1.67583534914369,0.18963214435335,0.0741479805192504,15.5454776946096,0.270560046795345,-0.0491276555116085,0.0897533445600354,0.0173676193285157,0.468752209141134,22.6193794569895,33.3176728660753,31.574337637693,35.9400832411071,45.4808071114625,52.7944479462852,69.7591287423306,63.1381698565224
"112","Hard_DH_SP","Spillman",2021,69.8767685988133,0.209913396616597,0.190508543091761,1.53601998818832,0.178784090398679,0.069763316161374,8.7425487600442,0.219114392406143,-0.0452616153488963,0.0886405072784702,0.00554306543980106,0.436195274344846,24.0964884583069,34.6829065360296,33.3189503779467,35.5580442921393,44.3945453504184,51.0816365921329,66.8088004530643,60.9542447143277
"113","Hard_DH_SP","Spillman",2021,83.7863614687649,0.285399826988538,0.256235687184144,1.80591942603053,0.201453773358194,0.0801414504539244,21.2942054202914,0.357214207345621,-0.0576803266529583,0.0819811842929195,0.0300543627327633,0.505382641246642,26.747536010114,38.5079395083545,36.1662467904162,43.2873983385655,55.4770310154928,65.1836054562873,86.2961882879055,76.7392079751209
"114","Hard_DH_SP","Spillman",2021,77.6647286821705,0.271870287710978,0.242919226303788,1.76157886009597,0.19624932956777,0.0777007644555077,19.7066231636016,0.315436565392896,-0.0579321551880585,0.0785266301697976,0.0235728687422222,0.489644492236844,25.5649572844882,36.714214493975,34.5148100828493,40.5893267562847,51.7324334409028,60.5122827821566,79.613422602035,70.7069485825518
"115","Hard_DH_SP","Spillman",2021,73.7616478666013,0.218697641204571,0.196519997405878,1.56589471789171,0.178496548596246,0.0691570462258018,11.1451672153908,0.240979995585069,-0.0457920242037951,0.0862045629936398,0.00902340729947971,0.43538967448119,25.3881763703614,36.5555108511528,34.9107873308164,37.9906425062271,47.4596933677767,54.5462502871399,71.0572234132833,64.7528356397238
"116","Hard_DH_SP","Spillman",2021,77.1178637200737,0.264809520071898,0.238953069177005,1.72600939387678,0.189824626129137,0.0733236237384942,18.8988902549743,0.305037972686881,-0.0523140750165758,0.0843651538342313,0.0253934909648609,0.469285636837174,24.1382874313175,35.4557813092766,33.5557747247564,39.3536471392923,49.9114795414522,57.8396820995313,76.0849414462484,68.4170476109397
"117","Hard_DH_SP","Spillman",2021,79.5267489711934,0.230677640626964,0.207121860312006,1.60676738323763,0.194791110984326,0.0747927649225066,9.40305985313103,0.273969036762241,-0.0514898440327145,0.0919836596075886,0.00630696757007613,0.484777843264154,25.362655574718,36.391030278072,34.6437433357234,37.37595473256,47.7634864585896,55.5222854162397,74.0184654835457,66.6750458171864
"118","Hard_DH_SP","Spillman",2021,79.3737574552684,0.244656750846583,0.221089263647027,1.65433370133248,0.191053250567224,0.0725254182930425,13.8311297157856,0.290060974805496,-0.0476561106213934,0.0910126093236324,0.0159864005890651,0.473238376238479,25.6309782945508,37.107418144291,35.3108417603892,39.5419680838127,50.3620234006268,58.2726462273833,76.9507748064206,69.8573214076955
"119","Hard_DH_SP","Spillman",2021,75.8522727272727,0.228728547698903,0.203287931746144,1.59844181456299,0.188026706151335,0.0706250307312651,10.8631088813866,0.259124154216797,-0.04583842406244,0.092722750846573,0.00775320302849099,0.464043876760082,24.8355778214155,35.6216734934809,33.7775343185105,36.8019246877957,46.7577831347263,53.8980749370033,71.1440480201267,64.8306193743934
"12","Hard_DH_SP","Spillman",2021,0.384430562229697,0.153152662856453,0.138167542348832,1.36173050806668,0.151511116150567,0.056408617877038,1.36981231897107,0.000879569493932684,-0.025173676242453,0.100622874827091,-3.92000934539359e-05,0.357238951788031,0.141855341257399,0.206488449539712,0.200296015955652,0.200945966960321,0.243595488695487,0.272736855518263,0.350928625641462,0.333647356334093
"120","Hard_DH_SP","Spillman",2021,70.5882352941177,0.222437673522196,0.202488706913148,1.58024842551702,0.193562291406083,0.0721164574096203,7.34819920883584,0.234457625955727,-0.0441008610548548,0.100743343058904,0.00384899211766564,0.480888058311441,21.579987700085,31.4528470766301,30.1766697147946,32.0667924209573,41.0924603278898,47.5107614433296,63.5223030515031,58.0716666407791
"121","Hard_DH_SP","Spillman",2021,65.213082259663,0.21692449454066,0.193379232329061,1.55940192029874,0.183968367553488,0.0682076442568467,8.87664995428577,0.211269245437514,-0.0433140618626959,0.0933204105740458,0.00400251751898635,0.451714863230527,21.2914887364636,30.5811409172139,29.1239373153523,31.2047065265159,39.5000348793537,45.3099594967247,59.580940013453,54.5704701697326
"122","Hard_DH_SP","Spillman",2021,0.541892455189662,0.165118030550738,0.156982360131248,1.39584382754957,0.182372391783654,0.070277729135864,-4.70649674376021,0.00133706769486423,-0.0474451568899023,0.0712893126162543,-0.000100116864643099,0.447153668701076,0.218512337013901,0.306415007688845,0.301568556872114,0.289993687695563,0.364933672398625,0.42060437556265,0.533010497368842,0.4836755667253
"123","Hard_DH_SP","Spillman",2021,70.4827586206897,0.227648091205207,0.20397228832007,1.59618603297813,0.186827733787446,0.0703462397408082,10.6007810251957,0.239621450881425,-0.0460672863880936,0.0949696670388723,0.00802938194176336,0.460608408537189,22.2461813013401,32.2904830241164,30.7378945736891,33.5229620730603,42.5121192283448,48.9849886337603,64.963034603939,59.1519626173783
"124","Hard_DH_SP","Spillman",2021,71.7586044318718,0.260108503584988,0.23214409889369,1.71081338376525,0.190060093802533,0.0729858525544883,18.7097771974154,0.278849477341707,-0.0567649438195258,0.0771597027976074,0.0202013807078643,0.470170883135325,24.2278711954682,34.803398151173,32.7982963636743,38.0603502901319,48.3272824316165,55.9642627992357,73.2087177387089,65.2414860824474
