"Plot_ID","Trial","Loc","Year","%Can.Cover_159-V2","NDVI_159-V2","GNDVI_159-V2","SR_159-V2","NDRE1_159-V2","NDRE2_159-V2","TCARI_159-V2","SAVI_159-V2","NWI1_159-V2","NWI2_159-V2","MTVI_159-V2","ChlRE_159-V2","BLU_159-V2","GRN_159-V2","RED_159-V2","RE1_159-V2","RE2_159-V2","NIR_159-V2","900_159-V2","975_159-V2"
"120","Hard_DH_SP","Spillman",2021,87.7367896311067,0.303387658087004,0.276657513394635,1.88709795713302,0.210481291607046,0.0765654985828108,20.9826710825343,0.397477530279477,-0.0450213584035593,0.106528475454227,0.0368042031053689,0.534816801779994,24.0231278863484,35.6856858216948,33.6783265588328,41.2552943149482,54.2685157687217,63.3525063454268,85.7352133233333,78.2012022297595
"121","Hard_DH_SP","Spillman",2021,85.652383245065,0.291785791278178,0.263644647248236,1.83608457447545,0.200541800332105,0.0735011627034834,21.9461130951919,0.373275114926139,-0.0407908883432291,0.100116013409442,0.0350348096595174,0.503466751012317,25.5865493152381,37.2581831428292,35.0696903464464,42.7201875794309,55.4097347838819,64.2986692539055,85.1617590014207,78.3336514669205
"122","Hard_DH_SP","Spillman",2021,11.7025599349858,0.206439545588707,0.191792932186807,1.52273519894912,0.176358271596908,0.0635799277431543,8.55207337661683,0.036092862515269,-0.0211952745206215,0.0973779791893084,0.00127087706531188,0.429007718806235,4.12725351545638,5.9670131162396,5.79187656411827,6.17243900394731,7.75772532992075,8.81314821863441,11.1699203939637,10.6993913018765
"123","Hard_DH_SP","Spillman",2021,87.5392200806813,0.304491379642171,0.274602908314677,1.8890629082401,0.202113051227553,0.0744027279568064,23.9948814643181,0.398078684891793,-0.0450119909529502,0.101394598633127,0.0408575072529326,0.508903592567755,24.9897730197089,36.9374629831837,34.6295974808974,43.2895607146079,56.2204111515782,65.3569806712636,87.4233708213654,79.7251576973561
"124","Hard_DH_SP","Spillman",2021,87.1145881270133,0.330876127182992,0.29724523158766,2.00309783225679,0.203572916616432,0.0758894964929291,31.7120181732422,0.430634662078543,-0.0557512943339238,0.085176950029958,0.0517835401678411,0.512990325988983,26.6681786884348,38.945138111734,36.1530372837669,47.7645996986241,62.0284325636077,72.3069107151385,95.7858440986604,85.5214879985386
"125","Hard_DH_SP","Spillman",2021,85.2421910366682,0.365591600668432,0.330177166595286,2.17243576861063,0.220155018532821,0.0850028697949926,35.6889386994393,0.465617689655813,-0.0659170286548033,0.0784780925503866,0.057176909553158,0.566321711355983,25.163772062257,36.8923083278088,34.0451521917131,47.1096489277991,62.158366048499,73.7823562432202,98.4754638380408,86.1142996607108
"126","Hard_DH_SP","Spillman",2021,86.6156787762906,0.334761820831508,0.302515293531827,2.02751438855528,0.22269417173501,0.08590466282967,26.2008629422903,0.433080430895553,-0.0651465786907601,0.0856913101045272,0.0425741125338119,0.575176474612902,24.7865327569537,35.8749529524194,33.4035520708353,42.8356216319326,56.7791144181904,67.5824337054284,91.2783159142401,79.8701032198577
"127","Hard_DH_SP","Spillman",2021,87.8968253968254,0.348036484720475,0.310849923996891,2.08526038089312,0.215282285685492,0.08337217990433,32.2095855129732,0.457000928062223,-0.0592755861937755,0.083294903435593,0.0521111842794392,0.550629025311962,25.9950036210661,37.8600084805459,34.8369678685051,46.7346329996285,61.2766972084725,72.5264632412588,96.3770631565638,85.4060213264062
"128","Hard_DH_SP","Spillman",2021,91.1172161172161,0.411313163626887,0.369668672000401,2.422340170755,0.222033267230651,0.0876213840583526,47.9390034098002,0.560115885124283,-0.0676416697608223,0.0718413807161715,0.0796325130722114,0.572172308698518,27.3173106175293,40.076960984178,36.319683684095,55.8737235449858,73.6776737509751,87.9646298333446,116.245420303533,101.221648231364
"129","Hard_DH_SP","Spillman",2021,82.9268292682927,0.262987718147149,0.239728095553661,1.72086816126507,0.190000805799652,0.0709191669289139,18.2376646337881,0.325747569664095,-0.0434606024892357,0.0949982893727775,0.0275632826065513,0.470294757508029,25.6664248013902,37.6106347271616,35.7948585613508,41.8678684993954,53.3859994127257,61.6015991448462,81.2034266200875,74.3545723328392
"13","Hard_DH_SP","Spillman",2021,64.6736649931538,0.242224497460159,0.221957555182313,1.64723503440193,0.196486390038165,0.0697512339530064,10.5236688578545,0.233854818541639,-0.039012750829657,0.116624343687019,0.0108994499648858,0.490539072309999,17.457021944753,26.476573375487,25.3750550852472,28.023178573963,36.2661572497073,41.7299311087166,56.9462384048211,52.6155351683888
"130","Hard_DH_SP","Spillman",2021,87.0998116760829,0.338023433693539,0.30460926284347,2.0361269862158,0.211192560032027,0.0804745722984842,29.3262363598833,0.439735007062905,-0.0630325310863803,0.0833090103052863,0.0509498539479585,0.537318660221838,24.0737260381168,35.8760177187509,33.3040288797725,44.045784913632,57.5923168978797,67.770528793439,90.7295807154822,79.7938538056893
"131","Hard_DH_SP","Spillman",2021,90.6965416463712,0.336610578988737,0.30385313246129,2.02892229317453,0.198328872138607,0.0752319927465357,34.8588829774793,0.456152411328477,-0.0567028531780884,0.0785812527333447,0.0607087524445399,0.496112076408693,27.6872693998478,41.0348347509676,38.1546004790563,51.6470315487424,66.4313926840334,77.3357740849394,101.313904160392,90.2655844267192
"132","Hard_DH_SP","Spillman",2021,89.7890699904123,0.307881262579945,0.278063460069016,1.90451982799322,0.200380300840286,0.0744511166819815,25.6200018837239,0.412904016653978,-0.0491986558707884,0.0941958607125079,0.0447881270755765,0.502997825767577,26.1855151574847,38.7044429658035,36.2792247335766,45.8207842750927,59.2859913232464,68.9173295229057,91.7211303655292,82.9711328815455
"133","Hard_DH_SP","Spillman",2021,79.5518207282913,0.286780524009718,0.262806788930993,1.81940009866062,0.198216178417872,0.0732299095395186,21.2973809367945,0.340738021776635,-0.04035875007859,0.107110770602088,0.0332251118123197,0.495896281168763,23.158790856849,34.3974634680917,32.6724309420207,39.6784584122303,51.2101170541774,59.3746984932113,79.6721156117354,73.3621888865859
"134","Hard_DH_SP","Spillman",2021,85.7019064124783,0.340640015674811,0.309204156593148,2.05072123426095,0.202102515046078,0.0752968376533856,34.1177405407636,0.436155213463809,-0.0499047409948516,0.0902313258040635,0.0576782956817359,0.507898552208872,24.8119288526028,37.631746673878,35.0939525176668,47.6701307648721,61.7763753833949,71.9342583315463,95.0883375998287,85.8662030295558
