"Plot_ID","Trial","Loc","Year","%Can.Cover_159-V2","NDVI_159-V2","GNDVI_159-V2","SR_159-V2","NDRE1_159-V2","NDRE2_159-V2","TCARI_159-V2","SAVI_159-V2","NWI1_159-V2","NWI2_159-V2","MTVI_159-V2","ChlRE_159-V2","BLU_159-V2","GRN_159-V2","RED_159-V2","RE1_159-V2","RE2_159-V2","NIR_159-V2","900_159-V2","975_159-V2"
"34","Hard_F5_SP","Spillman",2021,93.8376753507014,0.29210254027807,0.264451459038038,1.8364207109388,0.18930116661507,0.0713796582664665,26.0684017249374,0.409484817918991,-0.0494172784895107,0.0843832374024004,0.0463346120030845,0.468387154045592,28.7968583213246,43.1326929978732,40.6409884227143,50.7736838698523,64.5593951062475,74.5555524265856,97.3759921802094,88.0515747012426
"35","Hard_F5_SP","Spillman",2021,90.4622871046229,0.36257459595163,0.324683344235786,2.15517413408307,0.200381657556477,0.0782653727397121,40.9678191766618,0.490107742961825,-0.0542602973370618,0.0778139919888364,0.0700718640548672,0.50223343608898,26.6837406616193,40.5529801764755,37.205719310932,53.3366090501953,68.4922184238558,80.2197347964123,104.534297997749,93.5115354467872
"36","Hard_F5_SP","Spillman",2021,92.318244170096,0.395953197111731,0.35538694944345,2.32961748151102,0.205007722144212,0.0812312979436579,49.2582521428137,0.54631989760548,-0.0618791571430148,0.0672249938364751,0.0844592292701369,0.516723243142912,27.3936868189044,41.8996649545631,38.1204850391521,58.4891580050092,75.3713383893917,88.796168764793,115.038484689637,101.321583633902
"37","Hard_F5_SP","Spillman",2021,94.4472236118059,0.368944089055666,0.334179406727869,2.1837613057609,0.214205233192267,0.0844314181671185,37.2874788022507,0.520610087014253,-0.0654455894327977,0.0711424391329557,0.0694677475683518,0.546316915925782,26.9323756493608,40.2494595769511,37.1838957035933,52.4434598427976,68.441830569923,81.1529866652421,106.681884618053,93.3724182057612
"38","Hard_F5_SP","Spillman",2021,88.5553470919325,0.359580498143551,0.324946648522654,2.14130646848815,0.207054840562873,0.0814919574981367,38.2519892156133,0.475802847783908,-0.0601107050381163,0.0735070756021897,0.0646275044552527,0.523583839500774,26.4667887229752,39.3843833989852,36.4138297611955,51.088770741684,66.0921325753552,77.915321795141,101.840833577977,90.0407730203491
"39","Hard_F5_SP","Spillman",2021,93.3728981206726,0.367750968997603,0.332226593222471,2.18163161667022,0.216100427205717,0.0851027422762092,36.4437361472417,0.513010340855784,-0.06341703538881,0.0769892247196449,0.0662808352611231,0.552711900984766,26.7050525088321,39.7079211566921,36.6321757173923,51.327538532176,67.1540397494665,79.7367853319576,105.611179232914,92.787491682553
"4","Hard_F5_SP","Spillman",2021,88.1590319792567,0.314870361809446,0.28569370459088,1.93138950079729,0.212223607879124,0.0815436141576184,24.6766747800022,0.414627097697928,-0.0621082317276246,0.0806998687368728,0.0409644124076274,0.539989498746555,25.8399143876761,37.9336318488437,35.5972436894785,44.5753928201447,58.2764874995732,68.7060342005258,91.3911565806347,80.5221048155267
"40","Hard_F5_SP","Spillman",2021,91.780131114473,0.332805761655709,0.303064520964977,2.01007809775278,0.209353219645193,0.0807015027000885,29.3688901970717,0.456275028221104,-0.0582428975400389,0.0842230181523891,0.0540984550527041,0.530850334424159,26.0061139138936,39.0529689343821,36.5528005066895,47.927737268944,62.3881632368974,73.4187219897647,97.6745128261536,86.7566979184303
"41","Hard_F5_SP","Spillman",2021,83.4735279564572,0.333262693066261,0.302221281094594,2.01323207338549,0.207717854162505,0.0801336369715124,30.7921380619005,0.415590216936864,-0.0549113048335928,0.0862392743331765,0.0495704930491993,0.52544696562327,24.5779142508459,36.4809596643094,34.0551816962703,44.9247290326311,58.313397459395,68.5298830744038,90.9146237671432,81.2990604438095
"42","Hard_F5_SP","Spillman",2021,87.7642825011246,0.30785718945245,0.278080052349836,1.89805676569282,0.193371008445561,0.0732647125065316,29.65194316557,0.403694073874607,-0.0518549089988756,0.0806239615083301,0.0483872169702847,0.480373810300398,27.4678522698383,41.0456829797183,38.4659737285987,49.3181321707453,63.001380340158,73.0120752286703,95.1387662894325,85.6323359603176
"43","Hard_F5_SP","Spillman",2021,91.3470533208606,0.287623148846172,0.263039370359496,1.81442631303187,0.19067989473034,0.071635423218167,24.6389847954696,0.392510776459696,-0.04363806140025,0.0931248442959096,0.0436437149236652,0.472351617854453,28.2027840499477,42.1673157956721,39.9922361185232,49.2955674048959,62.8288767437611,72.5719096019876,95.4064239305925,87.3253773056423
"44","Hard_F5_SP","Spillman",2021,80.4238143289606,0.259664911879267,0.236239988769885,1.70879987759257,0.185744062834344,0.0693312278687082,18.7493710811645,0.311940642783136,-0.0380155227274976,0.097981675968168,0.0272875433445087,0.457416600657738,25.0199147083952,37.1332175878646,35.3349021945984,41.3960414135269,52.4910401811116,60.3801169849215,79.2343874148619,73.325460686354
"45","Hard_F5_SP","Spillman",2021,77.8785131459655,0.251978120394229,0.23053095172088,1.68294984237183,0.184530812524219,0.0684540967676935,17.1666050577172,0.293119176755034,-0.0374656754492835,0.0993083722765785,0.0241048424961803,0.454187213406584,24.2247720315316,35.9529153745283,34.3645170837672,39.7434318866528,50.3408611105431,57.7948999365622,75.9735196398478,70.3741592790516
"46","Hard_F5_SP","Spillman",2021,87.9017013232514,0.323205708038118,0.29751513713476,1.96450258715937,0.199101635801512,0.0764878401919596,30.7653424933873,0.424459866015587,-0.0492754594984542,0.0894090129513817,0.0551721202343875,0.498019040758121,25.8036455687323,39.252533266252,37.0897401195462,48.6132558667699,62.4409424978775,72.830491589463,96.2377408953845,87.0660185925934
"47","Hard_F5_SP","Spillman",2021,90.3225806451613,0.332705772487741,0.300997649303307,2.00732896834441,0.191387499016959,0.0736108422720858,37.3186435064449,0.449077177002841,-0.0532981508845978,0.0761134706657649,0.0635006622241508,0.474330008073685,28.1335430847786,42.8508315392382,39.9373653678656,54.3794344049558,69.1440756714019,80.1916440907323,103.959991933495,93.2355048289054
"48","Hard_F5_SP","Spillman",2021,94.5255474452555,0.330834128732483,0.302338672661748,2.0000286802007,0.19493007773135,0.0754482933065232,34.9224510745619,0.467293455262778,-0.0472988728899648,0.0867030429125621,0.0648218795277749,0.485167368121397,28.7014582450405,43.8136147224985,41.1392470197795,55.307155153492,70.585187137268,82.164019711729,107.509470951729,97.6122758345517
