Plot_ID,Trial,Loc,Year,%.Can.Cover_146,NDVI_146,GNDVI_146,SR_146,NDRE1_146,NDRE2_146,TCARI_146,SAVI_146,NWI1_146,NWI2_146,MTVI_146,ChlRE_146,BLU_146,GRN_146,RED_146,RE1_146,RE2_146,NIR_146,X900_146,X975_146
111,USDA,Kahlotus,2021,82.4024024,0.265897851,0.233535146,1.744588569,0.163481567,0.073119316,28.6457726,0.236944041,-0.096685455,0.122457198,0.028234598,0.392401363,21.0126861,30.80836069,28.81960803,35.84992863,43.06934592,49.95844185,77.60617559,63.68962081
112,USDA,Kahlotus,2021,34.05088063,0.270588185,0.236179012,1.761028111,0.170862224,0.076197302,28.3144608,0.291754628,-0.105509696,0.11193146,0.031462106,0.413587948,26.01289496,37.3230825,34.73419898,43.05978717,52.22684007,60.97629926,94.35939015,76.01371066
113,USDA,Kahlotus,2021,30.94395829,0.253750678,0.228470089,1.696967113,0.174234147,0.077859031,21.3766559,0.211356627,-0.104323848,0.112617159,0.020150027,0.423074063,18.89399112,27.61203754,26.21686254,31.07710059,37.81080886,44.27515405,68.49292562,55.29166782
114,USDA,Kahlotus,2021,61.90075694,0.256293729,0.223663453,1.704455255,0.173170746,0.076508274,22.72427771,0.2702308,-0.104643459,0.116368159,0.023860093,0.420198365,24.3736098,35.06905021,32.77329885,39.16085053,47.69129519,55.69697335,86.79725728,70.07539461
115,USDA,Kahlotus,2021,57.29146222,0.274433584,0.242166059,1.776381243,0.167993907,0.074655582,29.75481738,0.296207997,-0.093351741,0.124919252,0.035817384,0.405375587,25.10259124,36.78007538,34.3689437,43.26328955,52.34700535,60.9504369,94.45138559,77.99840986
116,USDA,Kahlotus,2021,70.69992554,0.282177318,0.24714341,1.812562412,0.175382382,0.077821127,29.2054054,0.290275564,-0.098711816,0.118239926,0.032402687,0.427212194,23.81116036,34.36655743,31.93016993,40.22697757,49.10444489,57.54453932,88.94683205,72.61456171
117,USDA,Kahlotus,2021,54.18510324,0.275406479,0.243352231,1.777511573,0.170716378,0.075789784,28.63341121,0.280734363,-0.101787799,0.114249679,0.033251326,0.413167602,23.84897111,34.54115678,32.2945033,40.31666009,48.89903516,56.99300367,87.94046261,71.52569822
118,USDA,Kahlotus,2021,59.6339779,0.289101553,0.252070212,1.840579753,0.173089232,0.076580518,31.54158804,0.274319914,-0.094127729,0.118103517,0.032996291,0.420624543,21.74669162,31.72084691,29.34399924,37.65370874,45.83323443,53.56455626,81.93536162,67.60442562
119,USDA,Kahlotus,2021,72.15334732,0.272920146,0.239138806,1.770159331,0.170629832,0.075935677,28.1564147,0.294949209,-0.102220725,0.118439779,0.033177357,0.412777096,25.33471382,36.57202615,34.0769269,42.41494753,51.4176558,59.95400324,93.3303211,75.79553123
120,USDA,Kahlotus,2021,55.74975174,0.300005511,0.264308452,1.87904768,0.175121317,0.078277252,33.85887335,0.306836332,-0.105114392,0.12186925,0.040130633,0.426263664,23.50350233,34.02876781,31.54298084,41.25016729,50.24316333,58.88091157,92.80508231,74.90023905
121,USDA,Kahlotus,2021,70.57335582,0.292909888,0.256333623,1.852285289,0.18047081,0.080717945,30.42787314,0.322955879,-0.106332206,0.125724963,0.036484803,0.442332931,25.19558111,36.16292412,33.48930987,42.779917,52.42591009,61.79253654,98.23610528,78.97986734
122,USDA,Kahlotus,2021,72.22870478,0.27592709,0.240713128,1.787640615,0.172510123,0.077224945,28.43888793,0.205369192,-0.107666261,0.113297997,0.022400129,0.418966369,17.36556488,25.10306261,23.34303089,29.17101908,35.40146199,41.44297064,64.5604914,51.70643369
123,USDA,Kahlotus,2021,68.84452511,0.257288353,0.225542653,1.709655905,0.171501943,0.076549874,23.35635694,0.254537132,-0.115269358,0.112776037,0.024042645,0.41532853,22.89472788,32.98035643,30.87516424,37.08592556,44.99462834,52.54251441,83.06333657,65.6647747
124,USDA,Kahlotus,2021,68.21734986,0.255693936,0.223284377,1.705388548,0.163763534,0.07335619,25.82480396,0.175259051,-0.111740178,0.104940814,0.018516586,0.393200724,16.42105048,23.8662329,22.33789885,27.13770178,32.5944379,37.82263133,58.5067503,46.51182448
125,USDA,Kahlotus,2021,63.50199965,0.254049245,0.217401638,1.697174641,0.167944249,0.074792772,23.8210325,0.201704094,-0.121391581,0.099559369,0.017833765,0.404977049,18.93312391,27.04635841,25.09322507,30.09529539,36.32931036,42.23477021,65.84994771,51.40000097
126,USDA,Kahlotus,2021,72.3265896,0.27284722,0.23381625,1.77809402,0.159703565,0.071326937,31.69807929,0.180966431,-0.118561667,0.098347143,0.022131204,0.381820873,15.83671662,23.01746852,21.22379621,27.02080923,32.3222517,37.35723791,57.83129458,45.33406588
127,USDA,Kahlotus,2021,68.44453458,0.27300895,0.234686012,1.774065741,0.162554069,0.072598158,30.82509084,0.237724749,-0.119799977,0.099947725,0.028292367,0.389445982,20.56955416,29.81863771,27.51538184,34.88605723,41.88180901,48.52899798,75.48242306,59.0793664
128,USDA,Kahlotus,2021,73.79281882,0.255070771,0.223721423,1.701802762,0.166112692,0.073735401,24.07277224,0.220024463,-0.119791969,0.103985021,0.022520872,0.399745301,19.93519867,28.8088715,27.006124,32.62274622,39.34814298,45.68066625,71.68957424,56.10215709
129,USDA,Kahlotus,2021,49.81221585,0.257948338,0.225717705,1.71264669,0.161705034,0.072625432,27.47700607,0.164904959,-0.11982099,0.093209488,0.018625533,0.387083106,15.64542812,22.49474087,21.04503821,25.83715231,30.9584328,35.86680972,55.10298495,43.09844444
130,USDA,Kahlotus,2021,66.21648861,0.251243536,0.222967319,1.685895699,0.160678992,0.071948674,25.82856859,0.190533342,-0.112347347,0.106192837,0.021687348,0.384062921,18.31011225,26.78476302,25.26773333,30.62182587,36.65685819,42.39106667,65.86301646,52.36293451
131,USDA,Kahlotus,2021,45.87137753,0.272080139,0.23602414,1.766634165,0.157667592,0.070787054,31.71658619,0.262795881,-0.120204415,0.09764375,0.034338675,0.375643001,22.08051898,32.48675348,30.10750627,38.60185828,46.07423402,53.25251942,82.3037229,64.33782636
132,USDA,Kahlotus,2021,53.14264208,0.263761595,0.228613891,1.737276252,0.176501906,0.078855117,23.26291337,0.213754774,-0.124511629,0.108146615,0.018596393,0.430547176,18.36787108,26.29649232,24.44349132,29.47917888,35.98106986,42.24528478,67.47510528,52.23884179
133,USDA,Kahlotus,2021,44.38551573,0.27305902,0.235705323,1.774932834,0.165465661,0.074368218,29.260185,0.1557362,-0.133604922,0.09694968,0.017979899,0.398084077,13.30153896,19.23411391,17.78620078,22.35126978,26.88522187,31.23818081,49.69924095,37.85706148
